City,Street,Time,value
Fall River,NORTH MAIN STREET,11 PM,0
Framingham,WORCESTER ROAD,12 AM,2
Framingham,WORCESTER ROAD,1 AM,0
Framingham,WORCESTER ROAD,2 AM,1
Framingham,WORCESTER ROAD,3 AM,0
Framingham,WORCESTER ROAD,4 AM,0
Framingham,WORCESTER ROAD,5 AM,1
Framingham,WORCESTER ROAD,6 AM,2
Framingham,WORCESTER ROAD,7 AM,4
Framingham,WORCESTER ROAD,8 AM,4
Framingham,WORCESTER ROAD,9 AM,1
Framingham,WORCESTER ROAD,10 AM,1
Framingham,WORCESTER ROAD,11 AM,4
Framingham,WORCESTER ROAD,12 PM,4
Framingham,WORCESTER ROAD,1 PM,5
Framingham,WORCESTER ROAD,2 PM,5
Framingham,WORCESTER ROAD,3 PM,6
Framingham,WORCESTER ROAD,4 PM,9
Framingham,WORCESTER ROAD,5 PM,5
Framingham,WORCESTER ROAD,6 PM,5
Framingham,WORCESTER ROAD,7 PM,6
Framingham,WORCESTER ROAD,8 PM,2
Framingham,WORCESTER ROAD,9 PM,1
Framingham,WORCESTER ROAD,10 PM,3
Framingham,WORCESTER ROAD,11 PM,3
Framingham,WORCESTER ROAD Rte 9 E,12 AM,2
Framingham,WORCESTER ROAD Rte 9 E,1 AM,1
Framingham,WORCESTER ROAD Rte 9 E,2 AM,2
Framingham,WORCESTER ROAD Rte 9 E,3 AM,0
Framingham,WORCESTER ROAD Rte 9 E,4 AM,0
Framingham,WORCESTER ROAD Rte 9 E,5 AM,0
Framingham,WORCESTER ROAD Rte 9 E,6 AM,2
Framingham,WORCESTER ROAD Rte 9 E,7 AM,3
Framingham,WORCESTER ROAD Rte 9 E,8 AM,1
Framingham,WORCESTER ROAD Rte 9 E,9 AM,1
Framingham,WORCESTER ROAD Rte 9 E,10 AM,1
Framingham,WORCESTER ROAD Rte 9 E,11 AM,4
Framingham,WORCESTER ROAD Rte 9 E,12 PM,3
Framingham,WORCESTER ROAD Rte 9 E,1 PM,6
Framingham,WORCESTER ROAD Rte 9 E,2 PM,5
Framingham,WORCESTER ROAD Rte 9 E,3 PM,7
Framingham,WORCESTER ROAD Rte 9 E,4 PM,3
Framingham,WORCESTER ROAD Rte 9 E,5 PM,8
Framingham,WORCESTER ROAD Rte 9 E,6 PM,4
Framingham,WORCESTER ROAD Rte 9 E,7 PM,4
Framingham,WORCESTER ROAD Rte 9 E,8 PM,6
Framingham,WORCESTER ROAD Rte 9 E,9 PM,2
Framingham,WORCESTER ROAD Rte 9 E,10 PM,2
Framingham,WORCESTER ROAD Rte 9 E,11 PM,1
Framingham,WORCESTER ROAD Rte 9 W,12 AM,3
Framingham,WORCESTER ROAD Rte 9 W,1 AM,1
Framingham,WORCESTER ROAD Rte 9 W,2 AM,1
Framingham,WORCESTER ROAD Rte 9 W,3 AM,1
Framingham,WORCESTER ROAD Rte 9 W,4 AM,0
Framingham,WORCESTER ROAD Rte 9 W,5 AM,0
Framingham,WORCESTER ROAD Rte 9 W,6 AM,1
Framingham,WORCESTER ROAD Rte 9 W,7 AM,2
Framingham,WORCESTER ROAD Rte 9 W,8 AM,5
Framingham,WORCESTER ROAD Rte 9 W,9 AM,4
Framingham,WORCESTER ROAD Rte 9 W,10 AM,0
Framingham,WORCESTER ROAD Rte 9 W,11 AM,4
Framingham,WORCESTER ROAD Rte 9 W,12 PM,2
Framingham,WORCESTER ROAD Rte 9 W,1 PM,5
Framingham,WORCESTER ROAD Rte 9 W,2 PM,4
Framingham,WORCESTER ROAD Rte 9 W,3 PM,6
Framingham,WORCESTER ROAD Rte 9 W,4 PM,3
Framingham,WORCESTER ROAD Rte 9 W,5 PM,5
Framingham,WORCESTER ROAD Rte 9 W,6 PM,4
Framingham,WORCESTER ROAD Rte 9 W,7 PM,3
Framingham,WORCESTER ROAD Rte 9 W,8 PM,3
Framingham,WORCESTER ROAD Rte 9 W,9 PM,3
Framingham,WORCESTER ROAD Rte 9 W,10 PM,0
Framingham,WORCESTER ROAD Rte 9 W,11 PM,2
Framingham,Rte 90 E,12 AM,1
Framingham,Rte 90 E,1 AM,1
Framingham,Rte 90 E,2 AM,1
Framingham,Rte 90 E,3 AM,0
Framingham,Rte 90 E,4 AM,0
Framingham,Rte 90 E,5 AM,1
Framingham,Rte 90 E,6 AM,3
Framingham,Rte 90 E,7 AM,12
Framingham,Rte 90 E,8 AM,12
Framingham,Rte 90 E,9 AM,5
Framingham,Rte 90 E,10 AM,0
Framingham,Rte 90 E,11 AM,1
Framingham,Rte 90 E,12 PM,3
Framingham,Rte 90 E,1 PM,3
Framingham,Rte 90 E,2 PM,2
Framingham,Rte 90 E,3 PM,3
Framingham,Rte 90 E,4 PM,4
Framingham,Rte 90 E,5 PM,1
Framingham,Rte 90 E,6 PM,2
Framingham,Rte 90 E,7 PM,0
Framingham,Rte 90 E,8 PM,2
Framingham,Rte 90 E,9 PM,0
Framingham,Rte 90 E,10 PM,2
Framingham,Rte 90 E,11 PM,0
Framingham,CONCORD ST,12 AM,0
Framingham,CONCORD ST,1 AM,2
Framingham,CONCORD ST,2 AM,0
Framingham,CONCORD ST,3 AM,1
Framingham,CONCORD ST,4 AM,0
Framingham,CONCORD ST,5 AM,0
Framingham,CONCORD ST,6 AM,0
Framingham,CONCORD ST,7 AM,3
Framingham,CONCORD ST,8 AM,0
Framingham,CONCORD ST,9 AM,3
Framingham,CONCORD ST,10 AM,3
Framingham,CONCORD ST,11 AM,4
Framingham,CONCORD ST,12 PM,2
Framingham,CONCORD ST,1 PM,3
Framingham,CONCORD ST,2 PM,3
Framingham,CONCORD ST,3 PM,4
Framingham,CONCORD ST,4 PM,4
Framingham,CONCORD ST,5 PM,4
Framingham,CONCORD ST,6 PM,1
Framingham,CONCORD ST,7 PM,2
Framingham,CONCORD ST,8 PM,1
Framingham,CONCORD ST,9 PM,2
Framingham,CONCORD ST,10 PM,0
Framingham,CONCORD ST,11 PM,0
Framingham,Rte 90 W,12 AM,1
Framingham,Rte 90 W,1 AM,0
Framingham,Rte 90 W,2 AM,0
Framingham,Rte 90 W,3 AM,2
Framingham,Rte 90 W,4 AM,2
Framingham,Rte 90 W,5 AM,0
Framingham,Rte 90 W,6 AM,0
Framingham,Rte 90 W,7 AM,4
Framingham,Rte 90 W,8 AM,2
Framingham,Rte 90 W,9 AM,2
Framingham,Rte 90 W,10 AM,1
Framingham,Rte 90 W,11 AM,2
Framingham,Rte 90 W,12 PM,2
Framingham,Rte 90 W,1 PM,1
Framingham,Rte 90 W,2 PM,3
Framingham,Rte 90 W,3 PM,1
Framingham,Rte 90 W,4 PM,5
Framingham,Rte 90 W,5 PM,3
Framingham,Rte 90 W,6 PM,1
Framingham,Rte 90 W,7 PM,3
Framingham,Rte 90 W,8 PM,1
Framingham,Rte 90 W,9 PM,1
Framingham,Rte 90 W,10 PM,4
Framingham,Rte 90 W,11 PM,1
Framingham,EDGELL RD,12 AM,0
Framingham,EDGELL RD,1 AM,0
Framingham,EDGELL RD,2 AM,1
Framingham,EDGELL RD,3 AM,1
Framingham,EDGELL RD,4 AM,0
Framingham,EDGELL RD,5 AM,0
Framingham,EDGELL RD,6 AM,0
Framingham,EDGELL RD,7 AM,1
Framingham,EDGELL RD,8 AM,3
Framingham,EDGELL RD,9 AM,2
Framingham,EDGELL RD,10 AM,1
Framingham,EDGELL RD,11 AM,1
Framingham,EDGELL RD,12 PM,0
Framingham,EDGELL RD,1 PM,4
Framingham,EDGELL RD,2 PM,0
Framingham,EDGELL RD,3 PM,4
Framingham,EDGELL RD,4 PM,0
Framingham,EDGELL RD,5 PM,3
Framingham,EDGELL RD,6 PM,2
Framingham,EDGELL RD,7 PM,2
Framingham,EDGELL RD,8 PM,0
Framingham,EDGELL RD,9 PM,0
Framingham,EDGELL RD,10 PM,1
Framingham,EDGELL RD,11 PM,0
Framingham,COCHITUATE RD,12 AM,0
Framingham,COCHITUATE RD,1 AM,1
Framingham,COCHITUATE RD,2 AM,1
Framingham,COCHITUATE RD,3 AM,1
Framingham,COCHITUATE RD,4 AM,0
Framingham,COCHITUATE RD,5 AM,0
Framingham,COCHITUATE RD,6 AM,0
Framingham,COCHITUATE RD,7 AM,1
Framingham,COCHITUATE RD,8 AM,0
Framingham,COCHITUATE RD,9 AM,0
Framingham,COCHITUATE RD,10 AM,0
Framingham,COCHITUATE RD,11 AM,2
Framingham,COCHITUATE RD,12 PM,2
Framingham,COCHITUATE RD,1 PM,3
Framingham,COCHITUATE RD,2 PM,3
Framingham,COCHITUATE RD,3 PM,0
Framingham,COCHITUATE RD,4 PM,2
Framingham,COCHITUATE RD,5 PM,1
Framingham,COCHITUATE RD,6 PM,2
Framingham,COCHITUATE RD,7 PM,1
Framingham,COCHITUATE RD,8 PM,1
Framingham,COCHITUATE RD,9 PM,1
Framingham,COCHITUATE RD,10 PM,1
Framingham,COCHITUATE RD,11 PM,0
Framingham,CONCORD ST Rte 126 N,12 AM,1
Framingham,CONCORD ST Rte 126 N,1 AM,0
Framingham,CONCORD ST Rte 126 N,2 AM,0
Framingham,CONCORD ST Rte 126 N,3 AM,0
Framingham,CONCORD ST Rte 126 N,4 AM,0
Framingham,CONCORD ST Rte 126 N,5 AM,0
Framingham,CONCORD ST Rte 126 N,6 AM,1
Framingham,CONCORD ST Rte 126 N,7 AM,1
Framingham,CONCORD ST Rte 126 N,8 AM,1
Framingham,CONCORD ST Rte 126 N,9 AM,3
Framingham,CONCORD ST Rte 126 N,10 AM,0
Framingham,CONCORD ST Rte 126 N,11 AM,0
Framingham,CONCORD ST Rte 126 N,12 PM,1
Framingham,CONCORD ST Rte 126 N,1 PM,1
Framingham,CONCORD ST Rte 126 N,2 PM,1
Framingham,CONCORD ST Rte 126 N,3 PM,2
Framingham,CONCORD ST Rte 126 N,4 PM,2
Framingham,CONCORD ST Rte 126 N,5 PM,2
Framingham,CONCORD ST Rte 126 N,6 PM,3
Framingham,CONCORD ST Rte 126 N,7 PM,0
Framingham,CONCORD ST Rte 126 N,8 PM,0
Framingham,CONCORD ST Rte 126 N,9 PM,0
Framingham,CONCORD ST Rte 126 N,10 PM,0
Framingham,CONCORD ST Rte 126 N,11 PM,1
Framingham,CONCORD STREET Rte 126 S,12 AM,1
Framingham,CONCORD STREET Rte 126 S,1 AM,0
Framingham,CONCORD STREET Rte 126 S,2 AM,0
Framingham,CONCORD STREET Rte 126 S,3 AM,1
Framingham,CONCORD STREET Rte 126 S,4 AM,0
Framingham,CONCORD STREET Rte 126 S,5 AM,0
Framingham,CONCORD STREET Rte 126 S,6 AM,0
Framingham,CONCORD STREET Rte 126 S,7 AM,0
Framingham,CONCORD STREET Rte 126 S,8 AM,1
Framingham,CONCORD STREET Rte 126 S,9 AM,0
Framingham,CONCORD STREET Rte 126 S,10 AM,1
Framingham,CONCORD STREET Rte 126 S,11 AM,2
Framingham,CONCORD STREET Rte 126 S,12 PM,0
Framingham,CONCORD STREET Rte 126 S,1 PM,0
Framingham,CONCORD STREET Rte 126 S,2 PM,3
Framingham,CONCORD STREET Rte 126 S,3 PM,0
Framingham,CONCORD STREET Rte 126 S,4 PM,2
Framingham,CONCORD STREET Rte 126 S,5 PM,3
Framingham,CONCORD STREET Rte 126 S,6 PM,2
Framingham,CONCORD STREET Rte 126 S,7 PM,1
Framingham,CONCORD STREET Rte 126 S,8 PM,1
Framingham,CONCORD STREET Rte 126 S,9 PM,1
Framingham,CONCORD STREET Rte 126 S,10 PM,0
Framingham,CONCORD STREET Rte 126 S,11 PM,0
Haverhill,MAIN ST,12 AM,1
Haverhill,MAIN ST,1 AM,0
Haverhill,MAIN ST,2 AM,0
Haverhill,MAIN ST,3 AM,0
Haverhill,MAIN ST,4 AM,0
Haverhill,MAIN ST,5 AM,1
Haverhill,MAIN ST,6 AM,1
Haverhill,MAIN ST,7 AM,2
Haverhill,MAIN ST,8 AM,1
Haverhill,MAIN ST,9 AM,3
Haverhill,MAIN ST,10 AM,5
Haverhill,MAIN ST,11 AM,1
Haverhill,MAIN ST,12 PM,5
Haverhill,MAIN ST,1 PM,3
Haverhill,MAIN ST,2 PM,3
Haverhill,MAIN ST,3 PM,10
Haverhill,MAIN ST,4 PM,5
Haverhill,MAIN ST,5 PM,2
Haverhill,MAIN ST,6 PM,6
Haverhill,MAIN ST,7 PM,1
Haverhill,MAIN ST,8 PM,2
Haverhill,MAIN ST,9 PM,6
Haverhill,MAIN ST,10 PM,3
Haverhill,MAIN ST,11 PM,0
Haverhill,Rte 495 N,12 AM,1
Haverhill,Rte 495 N,1 AM,1
Haverhill,Rte 495 N,2 AM,1
Haverhill,Rte 495 N,3 AM,1
Haverhill,Rte 495 N,4 AM,1
Haverhill,Rte 495 N,5 AM,2
Haverhill,Rte 495 N,6 AM,2
Haverhill,Rte 495 N,7 AM,5
Haverhill,Rte 495 N,8 AM,2
Haverhill,Rte 495 N,9 AM,3
Haverhill,Rte 495 N,10 AM,2
Haverhill,Rte 495 N,11 AM,3
Haverhill,Rte 495 N,12 PM,1
Haverhill,Rte 495 N,1 PM,5
Haverhill,Rte 495 N,2 PM,1
Haverhill,Rte 495 N,3 PM,7
Haverhill,Rte 495 N,4 PM,2
Haverhill,Rte 495 N,5 PM,7
Haverhill,Rte 495 N,6 PM,1
Haverhill,Rte 495 N,7 PM,0
Haverhill,Rte 495 N,8 PM,3
Haverhill,Rte 495 N,9 PM,2
Haverhill,Rte 495 N,10 PM,2
Haverhill,Rte 495 N,11 PM,1
Haverhill,Rte 495 S,12 AM,0
Haverhill,Rte 495 S,1 AM,2
Haverhill,Rte 495 S,2 AM,0
Haverhill,Rte 495 S,3 AM,0
Haverhill,Rte 495 S,4 AM,0
Haverhill,Rte 495 S,5 AM,2
Haverhill,Rte 495 S,6 AM,3
Haverhill,Rte 495 S,7 AM,6
Haverhill,Rte 495 S,8 AM,4
Haverhill,Rte 495 S,9 AM,1
Haverhill,Rte 495 S,10 AM,2
Haverhill,Rte 495 S,11 AM,4
Haverhill,Rte 495 S,12 PM,2
Haverhill,Rte 495 S,1 PM,2
Haverhill,Rte 495 S,2 PM,3
Haverhill,Rte 495 S,3 PM,2
Haverhill,Rte 495 S,4 PM,9
Haverhill,Rte 495 S,5 PM,1
Haverhill,Rte 495 S,6 PM,2
Haverhill,Rte 495 S,7 PM,0
Haverhill,Rte 495 S,8 PM,2
Haverhill,Rte 495 S,9 PM,3
Haverhill,Rte 495 S,10 PM,3
Haverhill,Rte 495 S,11 PM,0
Haverhill,SOUTH MAIN ST,12 AM,1
Haverhill,SOUTH MAIN ST,1 AM,0
Haverhill,SOUTH MAIN ST,2 AM,0
Haverhill,SOUTH MAIN ST,3 AM,0
Haverhill,SOUTH MAIN ST,4 AM,0
Haverhill,SOUTH MAIN ST,5 AM,0
Haverhill,SOUTH MAIN ST,6 AM,0
Haverhill,SOUTH MAIN ST,7 AM,1
Haverhill,SOUTH MAIN ST,8 AM,3
Haverhill,SOUTH MAIN ST,9 AM,2
Haverhill,SOUTH MAIN ST,10 AM,0
Haverhill,SOUTH MAIN ST,11 AM,0
Haverhill,SOUTH MAIN ST,12 PM,2
Haverhill,SOUTH MAIN ST,1 PM,1
Haverhill,SOUTH MAIN ST,2 PM,2
Haverhill,SOUTH MAIN ST,3 PM,0
Haverhill,SOUTH MAIN ST,4 PM,3
Haverhill,SOUTH MAIN ST,5 PM,3
Haverhill,SOUTH MAIN ST,6 PM,3
Haverhill,SOUTH MAIN ST,7 PM,2
Haverhill,SOUTH MAIN ST,8 PM,2
Haverhill,SOUTH MAIN ST,9 PM,2
Haverhill,SOUTH MAIN ST,10 PM,1
Haverhill,SOUTH MAIN ST,11 PM,1
Haverhill,BROADWAY,12 AM,0
Haverhill,BROADWAY,1 AM,0
Haverhill,BROADWAY,2 AM,0
Haverhill,BROADWAY,3 AM,0
Haverhill,BROADWAY,4 AM,0
Haverhill,BROADWAY,5 AM,0
Haverhill,BROADWAY,6 AM,0
Haverhill,BROADWAY,7 AM,1
Haverhill,BROADWAY,8 AM,2
Haverhill,BROADWAY,9 AM,1
Haverhill,BROADWAY,10 AM,2
Haverhill,BROADWAY,11 AM,2
Haverhill,BROADWAY,12 PM,1
Haverhill,BROADWAY,1 PM,1
Haverhill,BROADWAY,2 PM,5
Haverhill,BROADWAY,3 PM,7
Haverhill,BROADWAY,4 PM,1
Haverhill,BROADWAY,5 PM,1
Haverhill,BROADWAY,6 PM,1
Haverhill,BROADWAY,7 PM,1
Haverhill,BROADWAY,8 PM,0
Haverhill,BROADWAY,9 PM,0
Haverhill,BROADWAY,10 PM,2
Haverhill,BROADWAY,11 PM,0
Haverhill,WASHINGTON ST,12 AM,0
Haverhill,WASHINGTON ST,1 AM,1
Haverhill,WASHINGTON ST,2 AM,1
Haverhill,WASHINGTON ST,3 AM,0
Haverhill,WASHINGTON ST,4 AM,0
Haverhill,WASHINGTON ST,5 AM,0
Haverhill,WASHINGTON ST,6 AM,0
Haverhill,WASHINGTON ST,7 AM,1
Haverhill,WASHINGTON ST,8 AM,0
Haverhill,WASHINGTON ST,9 AM,1
Haverhill,WASHINGTON ST,10 AM,0
Haverhill,WASHINGTON ST,11 AM,1
Haverhill,WASHINGTON ST,12 PM,0
Haverhill,WASHINGTON ST,1 PM,3
Haverhill,WASHINGTON ST,2 PM,1
Haverhill,WASHINGTON ST,3 PM,3
Haverhill,WASHINGTON ST,4 PM,3
Haverhill,WASHINGTON ST,5 PM,4
Haverhill,WASHINGTON ST,6 PM,2
Haverhill,WASHINGTON ST,7 PM,2
Haverhill,WASHINGTON ST,8 PM,0
Haverhill,WASHINGTON ST,9 PM,1
Haverhill,WASHINGTON ST,10 PM,1
Haverhill,WASHINGTON ST,11 PM,0
Haverhill,RIVER ST,12 AM,0
Haverhill,RIVER ST,1 AM,1
Haverhill,RIVER ST,2 AM,0
Haverhill,RIVER ST,3 AM,0
Haverhill,RIVER ST,4 AM,0
Haverhill,RIVER ST,5 AM,0
Haverhill,RIVER ST,6 AM,0
Haverhill,RIVER ST,7 AM,1
Haverhill,RIVER ST,8 AM,1
Haverhill,RIVER ST,9 AM,1
Haverhill,RIVER ST,10 AM,1
Haverhill,RIVER ST,11 AM,2
Haverhill,RIVER ST,12 PM,0
Haverhill,RIVER ST,1 PM,2
Haverhill,RIVER ST,2 PM,2
Haverhill,RIVER ST,3 PM,2
Haverhill,RIVER ST,4 PM,2
Haverhill,RIVER ST,5 PM,2
Haverhill,RIVER ST,6 PM,1
Haverhill,RIVER ST,7 PM,1
Haverhill,RIVER ST,8 PM,0
Haverhill,RIVER ST,9 PM,3
Haverhill,RIVER ST,10 PM,1
Haverhill,RIVER ST,11 PM,1
Haverhill,WINTER ST,12 AM,0
Haverhill,WINTER ST,1 AM,0
Haverhill,WINTER ST,2 AM,0
Haverhill,WINTER ST,3 AM,0
Haverhill,WINTER ST,4 AM,0
Haverhill,WINTER ST,5 AM,0
Haverhill,WINTER ST,6 AM,0
Haverhill,WINTER ST,7 AM,1
Haverhill,WINTER ST,8 AM,0
Haverhill,WINTER ST,9 AM,1
Haverhill,WINTER ST,10 AM,2
Haverhill,WINTER ST,11 AM,3
Haverhill,WINTER ST,12 PM,2
Haverhill,WINTER ST,1 PM,0
Haverhill,WINTER ST,2 PM,0
Haverhill,WINTER ST,3 PM,4
Haverhill,WINTER ST,4 PM,1
Haverhill,WINTER ST,5 PM,2
Haverhill,WINTER ST,6 PM,1
Haverhill,WINTER ST,7 PM,2
Haverhill,WINTER ST,8 PM,3
Haverhill,WINTER ST,9 PM,1
Haverhill,WINTER ST,10 PM,0
Haverhill,WINTER ST,11 PM,0
Haverhill,HILLDALE AVE,12 AM,1
Haverhill,HILLDALE AVE,1 AM,0
Haverhill,HILLDALE AVE,2 AM,2
Haverhill,HILLDALE AVE,3 AM,0
Haverhill,HILLDALE AVE,4 AM,0
Haverhill,HILLDALE AVE,5 AM,0
Haverhill,HILLDALE AVE,6 AM,0
Haverhill,HILLDALE AVE,7 AM,1
Haverhill,HILLDALE AVE,8 AM,1
Haverhill,HILLDALE AVE,9 AM,0
Haverhill,HILLDALE AVE,10 AM,0
Haverhill,HILLDALE AVE,11 AM,2
Haverhill,HILLDALE AVE,12 PM,1
Haverhill,HILLDALE AVE,1 PM,3
Haverhill,HILLDALE AVE,2 PM,1
Haverhill,HILLDALE AVE,3 PM,2
Haverhill,HILLDALE AVE,4 PM,2
Haverhill,HILLDALE AVE,5 PM,2
Haverhill,HILLDALE AVE,6 PM,2
Haverhill,HILLDALE AVE,7 PM,1
Haverhill,HILLDALE AVE,8 PM,0
Haverhill,HILLDALE AVE,9 PM,0
Haverhill,HILLDALE AVE,10 PM,0
Haverhill,HILLDALE AVE,11 PM,0
Haverhill,INTERSTATE 495 Rte 495 S,12 AM,0
Haverhill,INTERSTATE 495 Rte 495 S,1 AM,0
Haverhill,INTERSTATE 495 Rte 495 S,2 AM,0
Haverhill,INTERSTATE 495 Rte 495 S,3 AM,0
Haverhill,INTERSTATE 495 Rte 495 S,4 AM,0
Haverhill,INTERSTATE 495 Rte 495 S,5 AM,0
Haverhill,INTERSTATE 495 Rte 495 S,6 AM,0
Haverhill,INTERSTATE 495 Rte 495 S,7 AM,0
Haverhill,INTERSTATE 495 Rte 495 S,8 AM,0
Haverhill,INTERSTATE 495 Rte 495 S,9 AM,0
Haverhill,INTERSTATE 495 Rte 495 S,10 AM,2
Haverhill,INTERSTATE 495 Rte 495 S,11 AM,1
Haverhill,INTERSTATE 495 Rte 495 S,12 PM,0
Haverhill,INTERSTATE 495 Rte 495 S,1 PM,2
Haverhill,INTERSTATE 495 Rte 495 S,2 PM,2
Haverhill,INTERSTATE 495 Rte 495 S,3 PM,3
Haverhill,INTERSTATE 495 Rte 495 S,4 PM,3
Haverhill,INTERSTATE 495 Rte 495 S,5 PM,2
Haverhill,INTERSTATE 495 Rte 495 S,6 PM,1
Haverhill,INTERSTATE 495 Rte 495 S,7 PM,1
Haverhill,INTERSTATE 495 Rte 495 S,8 PM,0
Haverhill,INTERSTATE 495 Rte 495 S,9 PM,2
Haverhill,INTERSTATE 495 Rte 495 S,10 PM,0
Haverhill,INTERSTATE 495 Rte 495 S,11 PM,1
Lawrence,BROADWAY,12 AM,4
Lawrence,BROADWAY,1 AM,4
Lawrence,BROADWAY,2 AM,0
Lawrence,BROADWAY,3 AM,0
Lawrence,BROADWAY,4 AM,2
Lawrence,BROADWAY,5 AM,0
Lawrence,BROADWAY,6 AM,2
Lawrence,BROADWAY,7 AM,5
Lawrence,BROADWAY,8 AM,2
Lawrence,BROADWAY,9 AM,1
Lawrence,BROADWAY,10 AM,1
Lawrence,BROADWAY,11 AM,2
Lawrence,BROADWAY,12 PM,5
Lawrence,BROADWAY,1 PM,7
Lawrence,BROADWAY,2 PM,4
Lawrence,BROADWAY,3 PM,2
Lawrence,BROADWAY,4 PM,5
Lawrence,BROADWAY,5 PM,1
Lawrence,BROADWAY,6 PM,2
Lawrence,BROADWAY,7 PM,3
Lawrence,BROADWAY,8 PM,2
Lawrence,BROADWAY,9 PM,1
Lawrence,BROADWAY,10 PM,1
Lawrence,BROADWAY,11 PM,1
Lawrence,HAVERHILL STREET,12 AM,1
Lawrence,HAVERHILL STREET,1 AM,2
Lawrence,HAVERHILL STREET,2 AM,0
Lawrence,HAVERHILL STREET,3 AM,2
Lawrence,HAVERHILL STREET,4 AM,0
Lawrence,HAVERHILL STREET,5 AM,0
Lawrence,HAVERHILL STREET,6 AM,0
Lawrence,HAVERHILL STREET,7 AM,3
Lawrence,HAVERHILL STREET,8 AM,3
Lawrence,HAVERHILL STREET,9 AM,3
Lawrence,HAVERHILL STREET,10 AM,4
Lawrence,HAVERHILL STREET,11 AM,5
Lawrence,HAVERHILL STREET,12 PM,1
Lawrence,HAVERHILL STREET,1 PM,4
Lawrence,HAVERHILL STREET,2 PM,8
Lawrence,HAVERHILL STREET,3 PM,5
Lawrence,HAVERHILL STREET,4 PM,2
Lawrence,HAVERHILL STREET,5 PM,3
Lawrence,HAVERHILL STREET,6 PM,3
Lawrence,HAVERHILL STREET,7 PM,0
Lawrence,HAVERHILL STREET,8 PM,1
Lawrence,HAVERHILL STREET,9 PM,1
Lawrence,HAVERHILL STREET,10 PM,1
Lawrence,HAVERHILL STREET,11 PM,0
Lawrence,ESSEX STREET,12 AM,2
Lawrence,ESSEX STREET,1 AM,2
Lawrence,ESSEX STREET,2 AM,1
Lawrence,ESSEX STREET,3 AM,0
Lawrence,ESSEX STREET,4 AM,0
Lawrence,ESSEX STREET,5 AM,1
Lawrence,ESSEX STREET,6 AM,1
Lawrence,ESSEX STREET,7 AM,1
Lawrence,ESSEX STREET,8 AM,2
Lawrence,ESSEX STREET,9 AM,2
Lawrence,ESSEX STREET,10 AM,0
Lawrence,ESSEX STREET,11 AM,7
Lawrence,ESSEX STREET,12 PM,1
Lawrence,ESSEX STREET,1 PM,4
Lawrence,ESSEX STREET,2 PM,3
Lawrence,ESSEX STREET,3 PM,4
Lawrence,ESSEX STREET,4 PM,6
Lawrence,ESSEX STREET,5 PM,1
Lawrence,ESSEX STREET,6 PM,3
Lawrence,ESSEX STREET,7 PM,4
Lawrence,ESSEX STREET,8 PM,1
Lawrence,ESSEX STREET,9 PM,2
Lawrence,ESSEX STREET,10 PM,0
Lawrence,ESSEX STREET,11 PM,1
Lawrence,SOUTH BROADWAY,12 AM,1
Lawrence,SOUTH BROADWAY,1 AM,0
Lawrence,SOUTH BROADWAY,2 AM,1
Lawrence,SOUTH BROADWAY,3 AM,0
Lawrence,SOUTH BROADWAY,4 AM,0
Lawrence,SOUTH BROADWAY,5 AM,0
Lawrence,SOUTH BROADWAY,6 AM,1
Lawrence,SOUTH BROADWAY,7 AM,0
Lawrence,SOUTH BROADWAY,8 AM,3
Lawrence,SOUTH BROADWAY,9 AM,7
Lawrence,SOUTH BROADWAY,10 AM,3
Lawrence,SOUTH BROADWAY,11 AM,2
Lawrence,SOUTH BROADWAY,12 PM,2
Lawrence,SOUTH BROADWAY,1 PM,5
Lawrence,SOUTH BROADWAY,2 PM,1
Lawrence,SOUTH BROADWAY,3 PM,3
Lawrence,SOUTH BROADWAY,4 PM,3
Lawrence,SOUTH BROADWAY,5 PM,3
Lawrence,SOUTH BROADWAY,6 PM,0
Lawrence,SOUTH BROADWAY,7 PM,0
Lawrence,SOUTH BROADWAY,8 PM,0
Lawrence,SOUTH BROADWAY,9 PM,1
Lawrence,SOUTH BROADWAY,10 PM,3
Lawrence,SOUTH BROADWAY,11 PM,2
Lawrence,LAWRENCE STREET,12 AM,1
Lawrence,LAWRENCE STREET,1 AM,2
Lawrence,LAWRENCE STREET,2 AM,1
Lawrence,LAWRENCE STREET,3 AM,1
Lawrence,LAWRENCE STREET,4 AM,1
Lawrence,LAWRENCE STREET,5 AM,0
Lawrence,LAWRENCE STREET,6 AM,1
Lawrence,LAWRENCE STREET,7 AM,1
Lawrence,LAWRENCE STREET,8 AM,3
Lawrence,LAWRENCE STREET,9 AM,1
Lawrence,LAWRENCE STREET,10 AM,3
Lawrence,LAWRENCE STREET,11 AM,1
Lawrence,LAWRENCE STREET,12 PM,4
Lawrence,LAWRENCE STREET,1 PM,4
Lawrence,LAWRENCE STREET,2 PM,0
Lawrence,LAWRENCE STREET,3 PM,2
Lawrence,LAWRENCE STREET,4 PM,2
Lawrence,LAWRENCE STREET,5 PM,0
Lawrence,LAWRENCE STREET,6 PM,0
Lawrence,LAWRENCE STREET,7 PM,4
Lawrence,LAWRENCE STREET,8 PM,1
Lawrence,LAWRENCE STREET,9 PM,1
Lawrence,LAWRENCE STREET,10 PM,0
Lawrence,LAWRENCE STREET,11 PM,1
Lawrence,SOUTH UNION STREET,12 AM,2
Lawrence,SOUTH UNION STREET,1 AM,2
