City,Street,Time,value
Brookline,SAINT PAUL STREET,10 AM,0
Brookline,SAINT PAUL STREET,11 AM,0
Brookline,SAINT PAUL STREET,12 PM,1
Brookline,SAINT PAUL STREET,1 PM,0
Brookline,SAINT PAUL STREET,2 PM,1
Brookline,SAINT PAUL STREET,3 PM,0
Brookline,SAINT PAUL STREET,4 PM,1
Brookline,SAINT PAUL STREET,5 PM,0
Brookline,SAINT PAUL STREET,6 PM,0
Brookline,SAINT PAUL STREET,7 PM,0
Brookline,SAINT PAUL STREET,8 PM,0
Brookline,SAINT PAUL STREET,9 PM,0
Brookline,SAINT PAUL STREET,10 PM,1
Brookline,SAINT PAUL STREET,11 PM,6
Brookline,HAMMOND POND PARKWAY,12 AM,0
Brookline,HAMMOND POND PARKWAY,1 AM,0
Brookline,HAMMOND POND PARKWAY,2 AM,0
Brookline,HAMMOND POND PARKWAY,3 AM,0
Brookline,HAMMOND POND PARKWAY,4 AM,0
Brookline,HAMMOND POND PARKWAY,5 AM,0
Brookline,HAMMOND POND PARKWAY,6 AM,1
Brookline,HAMMOND POND PARKWAY,7 AM,0
Brookline,HAMMOND POND PARKWAY,8 AM,0
Brookline,HAMMOND POND PARKWAY,9 AM,0
Brookline,HAMMOND POND PARKWAY,10 AM,1
Brookline,HAMMOND POND PARKWAY,11 AM,1
Brookline,HAMMOND POND PARKWAY,12 PM,0
Brookline,HAMMOND POND PARKWAY,1 PM,0
Brookline,HAMMOND POND PARKWAY,2 PM,0
Brookline,HAMMOND POND PARKWAY,3 PM,1
Brookline,HAMMOND POND PARKWAY,4 PM,0
Brookline,HAMMOND POND PARKWAY,5 PM,0
Brookline,HAMMOND POND PARKWAY,6 PM,0
Brookline,HAMMOND POND PARKWAY,7 PM,1
Brookline,HAMMOND POND PARKWAY,8 PM,0
Brookline,HAMMOND POND PARKWAY,9 PM,1
Brookline,HAMMOND POND PARKWAY,10 PM,0
Brookline,HAMMOND POND PARKWAY,11 PM,6
Brookline,BOYLSTON STREET,12 AM,0
Brookline,BOYLSTON STREET,1 AM,0
Brookline,BOYLSTON STREET,2 AM,0
Brookline,BOYLSTON STREET,3 AM,0
Brookline,BOYLSTON STREET,4 AM,0
Brookline,BOYLSTON STREET,5 AM,1
Brookline,BOYLSTON STREET,6 AM,0
Brookline,BOYLSTON STREET,7 AM,1
Brookline,BOYLSTON STREET,8 AM,1
Brookline,BOYLSTON STREET,9 AM,0
Brookline,BOYLSTON STREET,10 AM,1
Brookline,BOYLSTON STREET,11 AM,0
Brookline,BOYLSTON STREET,12 PM,0
Brookline,BOYLSTON STREET,1 PM,0
Brookline,BOYLSTON STREET,2 PM,0
Brookline,BOYLSTON STREET,3 PM,0
Brookline,BOYLSTON STREET,4 PM,0
Brookline,BOYLSTON STREET,5 PM,2
Brookline,BOYLSTON STREET,6 PM,0
Brookline,BOYLSTON STREET,7 PM,0
Brookline,BOYLSTON STREET,8 PM,0
Brookline,BOYLSTON STREET,9 PM,0
Brookline,BOYLSTON STREET,10 PM,0
Brookline,BOYLSTON STREET,11 PM,6
Brookline,LONGWOOD AVENUE,12 AM,0
Brookline,LONGWOOD AVENUE,1 AM,0
Brookline,LONGWOOD AVENUE,2 AM,0
Brookline,LONGWOOD AVENUE,3 AM,1
Brookline,LONGWOOD AVENUE,4 AM,0
Brookline,LONGWOOD AVENUE,5 AM,1
Brookline,LONGWOOD AVENUE,6 AM,0
Brookline,LONGWOOD AVENUE,7 AM,0
Brookline,LONGWOOD AVENUE,8 AM,1
Brookline,LONGWOOD AVENUE,9 AM,0
Brookline,LONGWOOD AVENUE,10 AM,0
Brookline,LONGWOOD AVENUE,11 AM,1
Brookline,LONGWOOD AVENUE,12 PM,1
Brookline,LONGWOOD AVENUE,1 PM,0
Brookline,LONGWOOD AVENUE,2 PM,0
Brookline,LONGWOOD AVENUE,3 PM,0
Brookline,LONGWOOD AVENUE,4 PM,0
Brookline,LONGWOOD AVENUE,5 PM,1
Brookline,LONGWOOD AVENUE,6 PM,0
Brookline,LONGWOOD AVENUE,7 PM,0
Brookline,LONGWOOD AVENUE,8 PM,0
Brookline,LONGWOOD AVENUE,9 PM,0
Brookline,LONGWOOD AVENUE,10 PM,0
Brookline,LONGWOOD AVENUE,11 PM,6
Brookline,BOYLSTON STREET Rte 9 W,12 AM,1
Brookline,BOYLSTON STREET Rte 9 W,1 AM,1
Brookline,BOYLSTON STREET Rte 9 W,2 AM,0
Brookline,BOYLSTON STREET Rte 9 W,3 AM,0
Brookline,BOYLSTON STREET Rte 9 W,4 AM,0
Brookline,BOYLSTON STREET Rte 9 W,5 AM,0
Brookline,BOYLSTON STREET Rte 9 W,6 AM,0
Brookline,BOYLSTON STREET Rte 9 W,7 AM,0
Brookline,BOYLSTON STREET Rte 9 W,8 AM,0
Brookline,BOYLSTON STREET Rte 9 W,9 AM,0
Brookline,BOYLSTON STREET Rte 9 W,10 AM,0
Brookline,BOYLSTON STREET Rte 9 W,11 AM,0
Brookline,BOYLSTON STREET Rte 9 W,12 PM,0
Brookline,BOYLSTON STREET Rte 9 W,1 PM,0
Brookline,BOYLSTON STREET Rte 9 W,2 PM,1
Brookline,BOYLSTON STREET Rte 9 W,3 PM,1
Brookline,BOYLSTON STREET Rte 9 W,4 PM,0
Brookline,BOYLSTON STREET Rte 9 W,5 PM,0
Brookline,BOYLSTON STREET Rte 9 W,6 PM,0
Brookline,BOYLSTON STREET Rte 9 W,7 PM,0
Brookline,BOYLSTON STREET Rte 9 W,8 PM,1
Brookline,BOYLSTON STREET Rte 9 W,9 PM,0
Brookline,BOYLSTON STREET Rte 9 W,10 PM,0
Brookline,BOYLSTON STREET Rte 9 W,11 PM,5
Cambridge,MASSACHUSETTS AVENUE,12 AM,9
Cambridge,MASSACHUSETTS AVENUE,1 AM,8
Cambridge,MASSACHUSETTS AVENUE,2 AM,4
Cambridge,MASSACHUSETTS AVENUE,3 AM,5
Cambridge,MASSACHUSETTS AVENUE,4 AM,0
Cambridge,MASSACHUSETTS AVENUE,5 AM,2
Cambridge,MASSACHUSETTS AVENUE,6 AM,6
Cambridge,MASSACHUSETTS AVENUE,7 AM,9
Cambridge,MASSACHUSETTS AVENUE,8 AM,17
Cambridge,MASSACHUSETTS AVENUE,9 AM,12
Cambridge,MASSACHUSETTS AVENUE,10 AM,7
Cambridge,MASSACHUSETTS AVENUE,11 AM,13
Cambridge,MASSACHUSETTS AVENUE,12 PM,12
Cambridge,MASSACHUSETTS AVENUE,1 PM,18
Cambridge,MASSACHUSETTS AVENUE,2 PM,10
Cambridge,MASSACHUSETTS AVENUE,3 PM,9
Cambridge,MASSACHUSETTS AVENUE,4 PM,12
Cambridge,MASSACHUSETTS AVENUE,5 PM,20
Cambridge,MASSACHUSETTS AVENUE,6 PM,11
Cambridge,MASSACHUSETTS AVENUE,7 PM,10
Cambridge,MASSACHUSETTS AVENUE,8 PM,7
Cambridge,MASSACHUSETTS AVENUE,9 PM,9
Cambridge,MASSACHUSETTS AVENUE,10 PM,7
Cambridge,MASSACHUSETTS AVENUE,11 PM,9
Cambridge,CAMBRIDGE STREET,12 AM,2
Cambridge,CAMBRIDGE STREET,1 AM,0
Cambridge,CAMBRIDGE STREET,2 AM,0
Cambridge,CAMBRIDGE STREET,3 AM,0
Cambridge,CAMBRIDGE STREET,4 AM,0
Cambridge,CAMBRIDGE STREET,5 AM,2
Cambridge,CAMBRIDGE STREET,6 AM,2
Cambridge,CAMBRIDGE STREET,7 AM,1
Cambridge,CAMBRIDGE STREET,8 AM,5
Cambridge,CAMBRIDGE STREET,9 AM,5
Cambridge,CAMBRIDGE STREET,10 AM,4
Cambridge,CAMBRIDGE STREET,11 AM,4
Cambridge,CAMBRIDGE STREET,12 PM,2
Cambridge,CAMBRIDGE STREET,1 PM,6
Cambridge,CAMBRIDGE STREET,2 PM,7
Cambridge,CAMBRIDGE STREET,3 PM,1
Cambridge,CAMBRIDGE STREET,4 PM,0
Cambridge,CAMBRIDGE STREET,5 PM,7
Cambridge,CAMBRIDGE STREET,6 PM,7
Cambridge,CAMBRIDGE STREET,7 PM,3
Cambridge,CAMBRIDGE STREET,8 PM,3
Cambridge,CAMBRIDGE STREET,9 PM,2
Cambridge,CAMBRIDGE STREET,10 PM,2
Cambridge,CAMBRIDGE STREET,11 PM,1
Cambridge,MEMORIAL DRIVE,12 AM,1
Cambridge,MEMORIAL DRIVE,1 AM,3
Cambridge,MEMORIAL DRIVE,2 AM,2
Cambridge,MEMORIAL DRIVE,3 AM,0
Cambridge,MEMORIAL DRIVE,4 AM,1
Cambridge,MEMORIAL DRIVE,5 AM,1
Cambridge,MEMORIAL DRIVE,6 AM,1
Cambridge,MEMORIAL DRIVE,7 AM,1
Cambridge,MEMORIAL DRIVE,8 AM,5
Cambridge,MEMORIAL DRIVE,9 AM,4
Cambridge,MEMORIAL DRIVE,10 AM,4
Cambridge,MEMORIAL DRIVE,11 AM,2
Cambridge,MEMORIAL DRIVE,12 PM,5
Cambridge,MEMORIAL DRIVE,1 PM,3
Cambridge,MEMORIAL DRIVE,2 PM,3
Cambridge,MEMORIAL DRIVE,3 PM,4
Cambridge,MEMORIAL DRIVE,4 PM,2
Cambridge,MEMORIAL DRIVE,5 PM,2
Cambridge,MEMORIAL DRIVE,6 PM,2
Cambridge,MEMORIAL DRIVE,7 PM,4
Cambridge,MEMORIAL DRIVE,8 PM,3
Cambridge,MEMORIAL DRIVE,9 PM,0
Cambridge,MEMORIAL DRIVE,10 PM,0
Cambridge,MEMORIAL DRIVE,11 PM,2
Cambridge,MOUNT AUBURN STREET,12 AM,2
Cambridge,MOUNT AUBURN STREET,1 AM,0
Cambridge,MOUNT AUBURN STREET,2 AM,1
Cambridge,MOUNT AUBURN STREET,3 AM,0
Cambridge,MOUNT AUBURN STREET,4 AM,1
Cambridge,MOUNT AUBURN STREET,5 AM,1
Cambridge,MOUNT AUBURN STREET,6 AM,1
Cambridge,MOUNT AUBURN STREET,7 AM,0
Cambridge,MOUNT AUBURN STREET,8 AM,5
Cambridge,MOUNT AUBURN STREET,9 AM,0
Cambridge,MOUNT AUBURN STREET,10 AM,3
Cambridge,MOUNT AUBURN STREET,11 AM,2
Cambridge,MOUNT AUBURN STREET,12 PM,1
Cambridge,MOUNT AUBURN STREET,1 PM,5
Cambridge,MOUNT AUBURN STREET,2 PM,2
Cambridge,MOUNT AUBURN STREET,3 PM,6
Cambridge,MOUNT AUBURN STREET,4 PM,6
Cambridge,MOUNT AUBURN STREET,5 PM,2
Cambridge,MOUNT AUBURN STREET,6 PM,3
Cambridge,MOUNT AUBURN STREET,7 PM,5
Cambridge,MOUNT AUBURN STREET,8 PM,1
Cambridge,MOUNT AUBURN STREET,9 PM,2
Cambridge,MOUNT AUBURN STREET,10 PM,0
Cambridge,MOUNT AUBURN STREET,11 PM,1
Cambridge,BROADWAY,12 AM,2
Cambridge,BROADWAY,1 AM,0
Cambridge,BROADWAY,2 AM,1
Cambridge,BROADWAY,3 AM,0
Cambridge,BROADWAY,4 AM,0
Cambridge,BROADWAY,5 AM,0
Cambridge,BROADWAY,6 AM,2
Cambridge,BROADWAY,7 AM,5
Cambridge,BROADWAY,8 AM,3
Cambridge,BROADWAY,9 AM,4
Cambridge,BROADWAY,10 AM,1
Cambridge,BROADWAY,11 AM,4
Cambridge,BROADWAY,12 PM,2
Cambridge,BROADWAY,1 PM,1
Cambridge,BROADWAY,2 PM,1
Cambridge,BROADWAY,3 PM,4
Cambridge,BROADWAY,4 PM,6
Cambridge,BROADWAY,5 PM,7
Cambridge,BROADWAY,6 PM,2
Cambridge,BROADWAY,7 PM,1
Cambridge,BROADWAY,8 PM,1
Cambridge,BROADWAY,9 PM,0
Cambridge,BROADWAY,10 PM,2
Cambridge,BROADWAY,11 PM,0
Cambridge,HAMPSHIRE STREET,12 AM,0
Cambridge,HAMPSHIRE STREET,1 AM,0
Cambridge,HAMPSHIRE STREET,2 AM,0
Cambridge,HAMPSHIRE STREET,3 AM,0
Cambridge,HAMPSHIRE STREET,4 AM,0
Cambridge,HAMPSHIRE STREET,5 AM,0
Cambridge,HAMPSHIRE STREET,6 AM,0
Cambridge,HAMPSHIRE STREET,7 AM,2
Cambridge,HAMPSHIRE STREET,8 AM,1
Cambridge,HAMPSHIRE STREET,9 AM,2
Cambridge,HAMPSHIRE STREET,10 AM,2
Cambridge,HAMPSHIRE STREET,11 AM,1
Cambridge,HAMPSHIRE STREET,12 PM,1
Cambridge,HAMPSHIRE STREET,1 PM,2
Cambridge,HAMPSHIRE STREET,2 PM,1
Cambridge,HAMPSHIRE STREET,3 PM,2
Cambridge,HAMPSHIRE STREET,4 PM,1
Cambridge,HAMPSHIRE STREET,5 PM,4
Cambridge,HAMPSHIRE STREET,6 PM,4
Cambridge,HAMPSHIRE STREET,7 PM,1
Cambridge,HAMPSHIRE STREET,8 PM,3
Cambridge,HAMPSHIRE STREET,9 PM,0
Cambridge,HAMPSHIRE STREET,10 PM,0
Cambridge,HAMPSHIRE STREET,11 PM,0
Cambridge,PROSPECT STREET,12 AM,0
Cambridge,PROSPECT STREET,1 AM,0
Cambridge,PROSPECT STREET,2 AM,0
Cambridge,PROSPECT STREET,3 AM,1
Cambridge,PROSPECT STREET,4 AM,0
Cambridge,PROSPECT STREET,5 AM,1
Cambridge,PROSPECT STREET,6 AM,0
Cambridge,PROSPECT STREET,7 AM,1
Cambridge,PROSPECT STREET,8 AM,0
Cambridge,PROSPECT STREET,9 AM,1
Cambridge,PROSPECT STREET,10 AM,1
Cambridge,PROSPECT STREET,11 AM,1
Cambridge,PROSPECT STREET,12 PM,4
Cambridge,PROSPECT STREET,1 PM,2
Cambridge,PROSPECT STREET,2 PM,0
Cambridge,PROSPECT STREET,3 PM,3
Cambridge,PROSPECT STREET,4 PM,1
Cambridge,PROSPECT STREET,5 PM,1
Cambridge,PROSPECT STREET,6 PM,5
Cambridge,PROSPECT STREET,7 PM,2
Cambridge,PROSPECT STREET,8 PM,0
Cambridge,PROSPECT STREET,9 PM,1
Cambridge,PROSPECT STREET,10 PM,0
Cambridge,PROSPECT STREET,11 PM,1
Cambridge,GARDEN STREET,12 AM,0
Cambridge,GARDEN STREET,1 AM,0
Cambridge,GARDEN STREET,2 AM,0
Cambridge,GARDEN STREET,3 AM,1
Cambridge,GARDEN STREET,4 AM,0
Cambridge,GARDEN STREET,5 AM,1
Cambridge,GARDEN STREET,6 AM,1
Cambridge,GARDEN STREET,7 AM,1
Cambridge,GARDEN STREET,8 AM,3
Cambridge,GARDEN STREET,9 AM,2
Cambridge,GARDEN STREET,10 AM,0
Cambridge,GARDEN STREET,11 AM,0
Cambridge,GARDEN STREET,12 PM,0
Cambridge,GARDEN STREET,1 PM,3
Cambridge,GARDEN STREET,2 PM,1
Cambridge,GARDEN STREET,3 PM,2
Cambridge,GARDEN STREET,4 PM,2
Cambridge,GARDEN STREET,5 PM,1
Cambridge,GARDEN STREET,6 PM,0
Cambridge,GARDEN STREET,7 PM,1
Cambridge,GARDEN STREET,8 PM,3
Cambridge,GARDEN STREET,9 PM,0
Cambridge,GARDEN STREET,10 PM,0
Cambridge,GARDEN STREET,11 PM,0
Cambridge,MAIN STREET,12 AM,0
Cambridge,MAIN STREET,1 AM,0
Cambridge,MAIN STREET,2 AM,0
Cambridge,MAIN STREET,3 AM,0
Cambridge,MAIN STREET,4 AM,0
Cambridge,MAIN STREET,5 AM,0
Cambridge,MAIN STREET,6 AM,0
Cambridge,MAIN STREET,7 AM,1
Cambridge,MAIN STREET,8 AM,2
Cambridge,MAIN STREET,9 AM,3
Cambridge,MAIN STREET,10 AM,0
Cambridge,MAIN STREET,11 AM,2
Cambridge,MAIN STREET,12 PM,3
Cambridge,MAIN STREET,1 PM,1
Cambridge,MAIN STREET,2 PM,2
Cambridge,MAIN STREET,3 PM,0
Cambridge,MAIN STREET,4 PM,2
Cambridge,MAIN STREET,5 PM,2
Cambridge,MAIN STREET,6 PM,1
Cambridge,MAIN STREET,7 PM,1
Cambridge,MAIN STREET,8 PM,0
Cambridge,MAIN STREET,9 PM,2
Cambridge,MAIN STREET,10 PM,0
Cambridge,MAIN STREET,11 PM,0
Cambridge,PUTNAM AVENUE,12 AM,2
Cambridge,PUTNAM AVENUE,1 AM,0
Cambridge,PUTNAM AVENUE,2 AM,0
Cambridge,PUTNAM AVENUE,3 AM,0
Cambridge,PUTNAM AVENUE,4 AM,0
Cambridge,PUTNAM AVENUE,5 AM,0
Cambridge,PUTNAM AVENUE,6 AM,0
Cambridge,PUTNAM AVENUE,7 AM,0
Cambridge,PUTNAM AVENUE,8 AM,3
Cambridge,PUTNAM AVENUE,9 AM,1
Cambridge,PUTNAM AVENUE,10 AM,0
Cambridge,PUTNAM AVENUE,11 AM,0
Cambridge,PUTNAM AVENUE,12 PM,8
Cambridge,PUTNAM AVENUE,1 PM,1
Cambridge,PUTNAM AVENUE,2 PM,3
Cambridge,PUTNAM AVENUE,3 PM,0
Cambridge,PUTNAM AVENUE,4 PM,1
Cambridge,PUTNAM AVENUE,5 PM,0
Cambridge,PUTNAM AVENUE,6 PM,2
Cambridge,PUTNAM AVENUE,7 PM,0
Cambridge,PUTNAM AVENUE,8 PM,0
Cambridge,PUTNAM AVENUE,9 PM,0
Cambridge,PUTNAM AVENUE,10 PM,0
Cambridge,PUTNAM AVENUE,11 PM,0
Fall River,PLEASANT ST,12 AM,2
Fall River,PLEASANT ST,1 AM,0
Fall River,PLEASANT ST,2 AM,0
Fall River,PLEASANT ST,3 AM,2
Fall River,PLEASANT ST,4 AM,0
Fall River,PLEASANT ST,5 AM,1
Fall River,PLEASANT ST,6 AM,3
Fall River,PLEASANT ST,7 AM,4
Fall River,PLEASANT ST,8 AM,5
Fall River,PLEASANT ST,9 AM,9
Fall River,PLEASANT ST,10 AM,10
Fall River,PLEASANT ST,11 AM,4
Fall River,PLEASANT ST,12 PM,3
Fall River,PLEASANT ST,1 PM,6
Fall River,PLEASANT ST,2 PM,9
Fall River,PLEASANT ST,3 PM,11
Fall River,PLEASANT ST,4 PM,16
Fall River,PLEASANT ST,5 PM,7
Fall River,PLEASANT ST,6 PM,7
Fall River,PLEASANT ST,7 PM,0
Fall River,PLEASANT ST,8 PM,4
Fall River,PLEASANT ST,9 PM,1
Fall River,PLEASANT ST,10 PM,3
Fall River,PLEASANT ST,11 PM,1
Fall River,PLYMOUTH AVE,12 AM,1
Fall River,PLYMOUTH AVE,1 AM,1
Fall River,PLYMOUTH AVE,2 AM,2
Fall River,PLYMOUTH AVE,3 AM,0
Fall River,PLYMOUTH AVE,4 AM,0
Fall River,PLYMOUTH AVE,5 AM,0
Fall River,PLYMOUTH AVE,6 AM,2
Fall River,PLYMOUTH AVE,7 AM,2
Fall River,PLYMOUTH AVE,8 AM,0
Fall River,PLYMOUTH AVE,9 AM,4
Fall River,PLYMOUTH AVE,10 AM,4
Fall River,PLYMOUTH AVE,11 AM,2
Fall River,PLYMOUTH AVE,12 PM,10
Fall River,PLYMOUTH AVE,1 PM,5
Fall River,PLYMOUTH AVE,2 PM,8
Fall River,PLYMOUTH AVE,3 PM,7
Fall River,PLYMOUTH AVE,4 PM,11
Fall River,PLYMOUTH AVE,5 PM,7
Fall River,PLYMOUTH AVE,6 PM,5
Fall River,PLYMOUTH AVE,7 PM,3
Fall River,PLYMOUTH AVE,8 PM,6
Fall River,PLYMOUTH AVE,9 PM,1
Fall River,PLYMOUTH AVE,10 PM,4
Fall River,PLYMOUTH AVE,11 PM,2
Fall River,SOUTH MAIN ST,12 AM,0
Fall River,SOUTH MAIN ST,1 AM,1
Fall River,SOUTH MAIN ST,2 AM,0
Fall River,SOUTH MAIN ST,3 AM,0
Fall River,SOUTH MAIN ST,4 AM,2
Fall River,SOUTH MAIN ST,5 AM,0
Fall River,SOUTH MAIN ST,6 AM,0
Fall River,SOUTH MAIN ST,7 AM,1
Fall River,SOUTH MAIN ST,8 AM,6
Fall River,SOUTH MAIN ST,9 AM,4
Fall River,SOUTH MAIN ST,10 AM,6
Fall River,SOUTH MAIN ST,11 AM,7
Fall River,SOUTH MAIN ST,12 PM,11
Fall River,SOUTH MAIN ST,1 PM,2
Fall River,SOUTH MAIN ST,2 PM,5
Fall River,SOUTH MAIN ST,3 PM,3
Fall River,SOUTH MAIN ST,4 PM,7
Fall River,SOUTH MAIN ST,5 PM,3
Fall River,SOUTH MAIN ST,6 PM,7
Fall River,SOUTH MAIN ST,7 PM,3
Fall River,SOUTH MAIN ST,8 PM,7
Fall River,SOUTH MAIN ST,9 PM,2
Fall River,SOUTH MAIN ST,10 PM,0
Fall River,SOUTH MAIN ST,11 PM,4
Fall River,PRESIDENT AVE,12 AM,1
Fall River,PRESIDENT AVE,1 AM,0
Fall River,PRESIDENT AVE,2 AM,1
Fall River,PRESIDENT AVE,3 AM,0
Fall River,PRESIDENT AVE,4 AM,0
Fall River,PRESIDENT AVE,5 AM,0
Fall River,PRESIDENT AVE,6 AM,1
Fall River,PRESIDENT AVE,7 AM,11
Fall River,PRESIDENT AVE,8 AM,2
Fall River,PRESIDENT AVE,9 AM,2
Fall River,PRESIDENT AVE,10 AM,2
Fall River,PRESIDENT AVE,11 AM,1
Fall River,PRESIDENT AVE,12 PM,6
Fall River,PRESIDENT AVE,1 PM,8
Fall River,PRESIDENT AVE,2 PM,3
Fall River,PRESIDENT AVE,3 PM,3
Fall River,PRESIDENT AVE,4 PM,12
Fall River,PRESIDENT AVE,5 PM,9
Fall River,PRESIDENT AVE,6 PM,5
Fall River,PRESIDENT AVE,7 PM,2
Fall River,PRESIDENT AVE,8 PM,5
Fall River,PRESIDENT AVE,9 PM,2
Fall River,PRESIDENT AVE,10 PM,0
Fall River,PRESIDENT AVE,11 PM,1
Fall River,NORTH MAIN ST,12 AM,1
Fall River,NORTH MAIN ST,1 AM,3
Fall River,NORTH MAIN ST,2 AM,1
Fall River,NORTH MAIN ST,3 AM,0
Fall River,NORTH MAIN ST,4 AM,0
Fall River,NORTH MAIN ST,5 AM,1
Fall River,NORTH MAIN ST,6 AM,1
Fall River,NORTH MAIN ST,7 AM,0
Fall River,NORTH MAIN ST,8 AM,1
Fall River,NORTH MAIN ST,9 AM,7
Fall River,NORTH MAIN ST,10 AM,5
Fall River,NORTH MAIN ST,11 AM,7
Fall River,NORTH MAIN ST,12 PM,6
Fall River,NORTH MAIN ST,1 PM,7
Fall River,NORTH MAIN ST,2 PM,4
Fall River,NORTH MAIN ST,3 PM,4
Fall River,NORTH MAIN ST,4 PM,6
Fall River,NORTH MAIN ST,5 PM,3
Fall River,NORTH MAIN ST,6 PM,5
Fall River,NORTH MAIN ST,7 PM,5
Fall River,NORTH MAIN ST,8 PM,3
Fall River,NORTH MAIN ST,9 PM,0
Fall River,NORTH MAIN ST,10 PM,1
Fall River,NORTH MAIN ST,11 PM,1
Fall River,BEDFORD ST,12 AM,0
Fall River,BEDFORD ST,1 AM,2
Fall River,BEDFORD ST,2 AM,1
Fall River,BEDFORD ST,3 AM,0
Fall River,BEDFORD ST,4 AM,0
Fall River,BEDFORD ST,5 AM,0
Fall River,BEDFORD ST,6 AM,2
Fall River,BEDFORD ST,7 AM,2
Fall River,BEDFORD ST,8 AM,3
Fall River,BEDFORD ST,9 AM,0
Fall River,BEDFORD ST,10 AM,4
Fall River,BEDFORD ST,11 AM,6
Fall River,BEDFORD ST,12 PM,4
Fall River,BEDFORD ST,1 PM,2
Fall River,BEDFORD ST,2 PM,4
Fall River,BEDFORD ST,3 PM,7
Fall River,BEDFORD ST,4 PM,10
Fall River,BEDFORD ST,5 PM,4
Fall River,BEDFORD ST,6 PM,4
Fall River,BEDFORD ST,7 PM,3
Fall River,BEDFORD ST,8 PM,6
Fall River,BEDFORD ST,9 PM,5
Fall River,BEDFORD ST,10 PM,1
Fall River,BEDFORD ST,11 PM,0
Fall River,BROADWAY,12 AM,0
Fall River,BROADWAY,1 AM,1
Fall River,BROADWAY,2 AM,0
Fall River,BROADWAY,3 AM,0
Fall River,BROADWAY,4 AM,0
Fall River,BROADWAY,5 AM,0
Fall River,BROADWAY,6 AM,1
Fall River,BROADWAY,7 AM,0
Fall River,BROADWAY,8 AM,1
Fall River,BROADWAY,9 AM,7
Fall River,BROADWAY,10 AM,3
Fall River,BROADWAY,11 AM,4
Fall River,BROADWAY,12 PM,5
Fall River,BROADWAY,1 PM,1
Fall River,BROADWAY,2 PM,4
Fall River,BROADWAY,3 PM,4
Fall River,BROADWAY,4 PM,3
Fall River,BROADWAY,5 PM,3
Fall River,BROADWAY,6 PM,4
Fall River,BROADWAY,7 PM,2
Fall River,BROADWAY,8 PM,1
Fall River,BROADWAY,9 PM,2
Fall River,BROADWAY,10 PM,2
Fall River,BROADWAY,11 PM,1
Fall River,ROBESON ST,12 AM,2
Fall River,ROBESON ST,1 AM,0
Fall River,ROBESON ST,2 AM,1
Fall River,ROBESON ST,3 AM,0
Fall River,ROBESON ST,4 AM,0
Fall River,ROBESON ST,5 AM,0
Fall River,ROBESON ST,6 AM,0
Fall River,ROBESON ST,7 AM,4
Fall River,ROBESON ST,8 AM,4
Fall River,ROBESON ST,9 AM,3
Fall River,ROBESON ST,10 AM,2
Fall River,ROBESON ST,11 AM,3
Fall River,ROBESON ST,12 PM,3
Fall River,ROBESON ST,1 PM,0
Fall River,ROBESON ST,2 PM,0
Fall River,ROBESON ST,3 PM,4
Fall River,ROBESON ST,4 PM,5
Fall River,ROBESON ST,5 PM,5
Fall River,ROBESON ST,6 PM,4
Fall River,ROBESON ST,7 PM,2
Fall River,ROBESON ST,8 PM,0
Fall River,ROBESON ST,9 PM,0
Fall River,ROBESON ST,10 PM,1
Fall River,ROBESON ST,11 PM,2
Fall River,RODMAN ST,12 AM,1
Fall River,RODMAN ST,1 AM,1
Fall River,RODMAN ST,2 AM,1
Fall River,RODMAN ST,3 AM,1
Fall River,RODMAN ST,4 AM,0
Fall River,RODMAN ST,5 AM,1
Fall River,RODMAN ST,6 AM,0
Fall River,RODMAN ST,7 AM,0
Fall River,RODMAN ST,8 AM,2
Fall River,RODMAN ST,9 AM,2
Fall River,RODMAN ST,10 AM,2
Fall River,RODMAN ST,11 AM,2
Fall River,RODMAN ST,12 PM,2
Fall River,RODMAN ST,1 PM,0
Fall River,RODMAN ST,2 PM,2
Fall River,RODMAN ST,3 PM,4
Fall River,RODMAN ST,4 PM,6
Fall River,RODMAN ST,5 PM,2
Fall River,RODMAN ST,6 PM,0
Fall River,RODMAN ST,7 PM,1
Fall River,RODMAN ST,8 PM,2
Fall River,RODMAN ST,9 PM,2
Fall River,RODMAN ST,10 PM,2
Fall River,RODMAN ST,11 PM,0
Fall River,NORTH MAIN STREET,12 AM,0
Fall River,NORTH MAIN STREET,1 AM,0
Fall River,NORTH MAIN STREET,2 AM,0
Fall River,NORTH MAIN STREET,3 AM,0
Fall River,NORTH MAIN STREET,4 AM,0
Fall River,NORTH MAIN STREET,5 AM,0
Fall River,NORTH MAIN STREET,6 AM,1
Fall River,NORTH MAIN STREET,7 AM,4
Fall River,NORTH MAIN STREET,8 AM,1
Fall River,NORTH MAIN STREET,9 AM,1
Fall River,NORTH MAIN STREET,10 AM,0
Fall River,NORTH MAIN STREET,11 AM,1
Fall River,NORTH MAIN STREET,12 PM,1
Fall River,NORTH MAIN STREET,1 PM,3
Fall River,NORTH MAIN STREET,2 PM,6
Fall River,NORTH MAIN STREET,3 PM,7
Fall River,NORTH MAIN STREET,4 PM,4
Fall River,NORTH MAIN STREET,5 PM,2
Fall River,NORTH MAIN STREET,6 PM,0
Fall River,NORTH MAIN STREET,7 PM,0
Fall River,NORTH MAIN STREET,8 PM,0
Fall River,NORTH MAIN STREET,9 PM,1
Fall River,NORTH MAIN STREET,10 PM,1
